,Unnamed: 0,Unnamed: 0.1,Bowling,O,M,R,W,Econ,0s,4s,6s,WD,NB,sumpts_w,sumpts_4w,sumpts_5w,sumpts_econ,sumpts_maid,totalpoints
74,74,0,P Kumar,4.0,0,43,1,10.75,10,6,1,4,0,10,0,0,-2,0,8
75,75,1,DW Steyn,4.0,0,36,1,9.0,8,4,0,2,0,10,0,0,-1,0,9
76,76,2,JH Kallis,4.0,0,39,1,9.75,9,4,2,1,0,10,0,0,-1,0,9
77,77,3,A Kumble,4.0,0,40,0,10.0,7,2,3,1,0,0,0,0,-2,0,-2
78,78,4,R Vinay Kumar,2.0,0,19,0,9.5,3,1,1,1,0,0,0,0,-1,0,-1
79,79,5,V Kohli,2.0,0,23,0,11.5,2,3,0,0,1,0,0,0,-3,0,-3
80,80,0,IK Pathan,3.0,0,33,0,11.0,7,4,2,0,0,0,0,0,-3,0,-3
81,81,1,S Sreesanth,3.0,0,42,0,14.0,6,2,3,3,1,0,0,0,-3,0,-3
82,82,2,YA Abdulla,2.5,0,36,0,12.7,4,4,2,1,0,0,0,0,-3,0,-3
83,83,3,PP Chawla,3.0,0,20,1,6.66,6,2,0,0,0,10,0,0,0,0,10
84,84,4,Yuvraj Singh,2.0,0,18,0,9.0,5,0,2,0,0,0,0,0,-1,0,-1
85,85,5,Bipul Sharma,3.0,0,37,1,12.33,5,2,3,0,0,10,0,0,-3,0,7
86,86,6,RS Bopara,2.0,0,17,0,8.5,4,1,1,0,0,0,0,0,0,0,0
87,87,0,SE Bond,4.0,0,33,0,8.25,10,4,1,0,0,0,0,0,0,0,0
88,88,1,I Sharma,4.0,0,38,1,9.5,9,5,1,0,0,10,0,0,-1,0,9
89,89,2,AD Mathews,3.0,0,29,0,9.66,2,2,1,0,0,0,0,0,-1,0,-1
90,90,3,LR Shukla,4.0,0,37,1,9.25,8,5,1,0,0,10,0,0,-1,0,9
91,91,4,M Kartik,4.0,0,21,0,5.25,10,0,0,1,0,0,0,0,1,0,1
92,92,5,BJ Hodge,1.0,0,4,1,4.0,3,0,0,0,0,10,0,0,2,0,12
93,93,0,JA Morkel,2.0,1,6,1,3.0,10,1,0,1,0,10,0,0,3,4,17
94,94,1,MS Gony,3.0,0,33,1,11.0,7,7,0,0,0,10,0,0,-3,0,7
95,95,2,L Balaji,2.2,0,9,2,3.85,8,1,0,0,0,20,0,0,3,0,23
96,96,3,M Muralitharan,4.0,0,16,1,4.0,13,1,0,1,0,10,0,0,2,0,12
97,97,4,JM Kemp,3.0,0,12,3,4.0,10,1,0,1,0,30,0,0,2,0,32
98,98,5,R Ashwin,4.0,0,22,1,5.5,11,3,0,0,0,10,0,0,1,0,11
99,99,6,SK Raina,1.0,0,6,0,6.0,2,0,0,0,0,0,0,0,0,0,0
100,100,0,DP Nannes,4.0,0,35,0,8.75,9,3,1,1,1,0,0,0,0,0,0
101,101,1,MF Maharoof,4.0,0,50,2,12.5,6,8,0,1,1,20,0,0,-3,0,17
102,102,2,PJ Sangwan,4.0,0,41,1,10.25,8,1,3,2,0,10,0,0,-2,0,8
103,103,3,S Ladda,4.0,0,44,2,11.0,5,4,2,0,0,20,0,0,-3,0,17
104,104,4,A Mishra,4.0,0,44,1,11.0,6,3,3,1,0,10,0,0,-3,0,7
105,105,0,Z Khan,2.0,0,20,0,10.0,2,3,0,0,0,0,0,0,-2,0,-2
106,106,1,SL Malinga,2.0,0,22,1,11.0,3,4,0,1,0,10,0,0,-3,0,7
107,107,2,DJ Bravo,2.0,0,11,2,5.5,7,2,0,0,0,20,0,0,1,0,21
108,108,3,KA Pollard,4.0,0,24,1,6.0,11,3,0,1,0,10,0,0,0,0,10
109,109,4,Harbhajan Singh,2.3,0,23,2,9.2,6,1,2,1,0,20,0,0,-1,0,19
110,110,5,ST Jayasuriya,4.0,0,17,2,4.25,16,1,0,1,0,20,0,0,2,0,22
111,111,0,P Kumar,4.0,0,18,3,4.5,15,2,0,2,0,30,0,0,2,0,32
112,112,1,DW Steyn,4.0,0,18,0,4.5,15,1,0,1,0,0,0,0,2,0,2
113,113,2,R Vinay Kumar,4.0,0,25,0,6.25,13,1,2,0,0,0,0,0,0,0,0
114,114,3,JH Kallis,4.0,0,20,2,5.0,9,1,0,1,1,20,0,0,1,0,21
115,115,4,A Kumble,3.5,0,9,3,2.34,14,0,0,0,0,30,0,0,3,0,33
116,116,0,MM Patel,3.0,0,23,0,7.66,8,4,0,0,0,0,0,0,0,0,0
117,117,1,M Morkel,3.0,0,34,0,11.33,6,6,0,4,0,0,0,0,-3,0,-3
118,118,2,SK Warne,2.0,0,12,0,6.0,6,2,0,0,0,0,0,0,0,0,0
119,119,3,S Narwal,2.4,0,24,0,9.0,7,2,1,3,0,0,0,0,-1,0,-1
120,120,0,JA Morkel,3.0,0,26,0,8.66,6,4,0,1,0,0,0,0,0,0,0
121,121,1,R Ashwin,4.0,0,40,1,10.0,5,5,1,1,0,10,0,0,-2,0,8
122,122,2,Joginder Sharma,4.0,0,43,1,10.75,9,5,2,0,1,10,0,0,-2,0,8
123,123,3,L Balaji,3.0,0,21,2,7.0,9,2,1,0,0,20,0,0,0,0,20
124,124,4,JM Kemp,1.0,0,14,0,14.0,1,1,1,0,0,0,0,0,-3,0,-3
125,125,5,M Muralitharan,4.0,0,25,2,6.25,8,2,0,2,0,20,0,0,0,0,20
126,126,6,SK Raina,1.0,0,12,0,12.0,0,2,0,0,0,0,0,0,-3,0,-3
127,127,0,DP Nannes,4.0,0,18,1,4.5,13,1,0,3,0,10,0,0,2,0,12
128,128,1,UT Yadav,4.0,0,38,1,9.5,9,7,0,2,0,10,0,0,-1,0,9
129,129,2,PJ Sangwan,4.0,0,46,0,11.5,9,5,3,0,0,0,0,0,-3,0,-3
130,130,3,R Bhatia,2.0,0,31,0,15.5,3,4,2,0,0,0,0,0,-3,0,-3
131,131,4,TM Dilshan,2.1,0,30,1,13.84,3,0,4,0,0,10,0,0,-3,0,7
132,132,5,A Mishra,3.0,0,25,1,8.33,6,0,2,3,0,10,0,0,0,0,10
133,133,0,IK Pathan,3.0,0,16,1,5.33,7,1,0,0,0,10,0,0,1,0,11
134,134,1,S Sreesanth,4.0,0,51,0,12.75,5,4,3,1,0,0,0,0,-3,0,-3
135,135,2,SJ Srivastava,4.0,0,39,1,9.75,6,5,1,0,0,10,0,0,-1,0,9
136,136,3,PP Chawla,3.0,0,24,0,8.0,4,1,1,0,0,0,0,0,0,0,0
137,137,4,Bipul Sharma,2.0,0,19,1,9.5,2,1,1,0,0,10,0,0,-1,0,9
138,138,5,Yuvraj Singh,4.0,0,21,2,5.25,11,1,1,0,0,20,0,0,1,0,21
139,139,0,WPUJC Vaas,4.0,0,27,2,6.75,15,4,1,1,0,20,0,0,0,0,20
140,140,1,RP Singh,4.0,0,43,1,10.75,11,4,3,1,0,10,0,0,-2,0,8
141,141,2,A Symonds,4.0,0,22,1,5.5,10,2,0,0,0,10,0,0,1,0,11
142,142,3,PP Ojha,4.0,0,31,1,7.75,8,4,0,0,0,10,0,0,0,0,10
143,143,4,RG Sharma,3.0,0,19,1,6.33,7,1,1,0,0,10,0,0,0,0,10
144,144,5,Jaskaran Singh,1.0,0,12,1,12.0,3,3,0,0,0,10,0,0,-3,0,7
145,145,0,AB Dinda,4.0,0,28,2,7.0,10,4,0,0,0,20,0,0,0,0,20
146,146,1,I Sharma,4.0,0,33,2,8.25,11,2,2,2,0,20,0,0,0,0,20
147,147,2,SE Bond,4.0,0,32,2,8.0,6,4,0,0,0,20,0,0,0,0,20
148,148,3,AD Mathews,3.0,0,33,0,11.0,3,6,0,0,0,0,0,0,-3,0,-3
149,149,4,M Kartik,4.0,0,25,0,6.25,9,2,0,1,0,0,0,0,0,0,0
150,150,5,BJ Hodge,1.0,0,12,0,12.0,0,2,0,0,0,0,0,0,-3,0,-3
151,151,0,YK Pathan,4.0,0,23,2,5.75,11,3,0,0,0,20,0,0,1,0,21
152,152,1,SW Tait,4.0,0,29,0,7.25,10,4,0,1,0,0,0,0,0,0,0
153,153,2,MM Patel,3.0,0,20,1,6.66,9,2,1,0,0,10,0,0,0,0,10
154,154,3,SK Trivedi,4.0,0,26,1,6.5,10,2,1,0,0,10,0,0,0,0,10
155,155,4,AC Voges,1.0,0,5,0,5.0,2,0,0,0,0,0,0,0,1,0,1
156,156,5,SK Warne,4.0,0,27,0,6.75,4,1,0,0,0,0,0,0,0,0,0
157,157,0,P Kumar,4.0,0,37,1,9.25,10,3,2,1,0,10,0,0,-1,0,9
158,158,1,DW Steyn,4.0,0,26,3,6.5,14,4,0,3,0,30,0,0,0,0,30
159,159,2,JH Kallis,4.0,0,35,1,8.75,8,5,0,0,0,10,0,0,0,0,10
160,160,3,R Vinay Kumar,4.0,0,25,3,6.25,10,3,0,0,0,30,0,0,0,0,30
161,161,4,A Kumble,4.0,0,18,1,4.5,13,1,0,0,0,10,0,0,2,0,12
162,162,0,Z Khan,4.0,0,18,1,4.5,13,2,0,0,0,10,0,0,2,0,12
163,163,1,SL Malinga,4.0,0,25,0,6.25,10,3,0,0,0,0,0,0,0,0,0
164,164,2,DJ Bravo,3.1,0,35,0,11.05,5,3,2,0,0,0,0,0,-3,0,-3
165,165,3,KA Pollard,2.0,0,24,0,12.0,2,4,0,0,0,0,0,0,-3,0,-3
166,166,4,Harbhajan Singh,4.0,0,35,1,8.75,9,1,3,0,0,10,0,0,0,0,10
167,167,5,ST Jayasuriya,2.0,0,16,0,8.0,2,2,0,0,0,0,0,0,0,0,0
168,168,0,A Mishra,3.0,0,12,1,4.0,11,1,0,0,1,10,0,0,2,0,12
169,169,1,DP Nannes,4.0,0,39,1,9.75,8,4,2,0,0,10,0,0,-1,0,9
170,170,2,Y Nagar,3.0,0,28,1,9.33,7,4,1,0,0,10,0,0,-1,0,9
171,171,3,S Ladda,2.0,0,20,1,10.0,5,1,2,0,0,10,0,0,-2,0,8
172,172,4,UT Yadav,4.0,0,36,0,9.0,6,2,2,0,0,0,0,0,-1,0,-1
173,173,5,MC Henriques,4.0,0,35,1,8.75,10,3,2,0,0,10,0,0,0,0,10
174,174,0,WPUJC Vaas,4.0,0,21,1,5.25,12,3,0,0,0,10,0,0,1,0,11
175,175,1,RP Singh,3.0,0,31,0,10.33,6,3,2,0,0,0,0,0,-2,0,-2
176,176,2,PP Ojha,4.0,0,36,1,9.0,5,1,2,0,0,10,0,0,-1,0,9
177,177,3,RG Sharma,1.0,0,7,0,7.0,3,1,0,0,0,0,0,0,0,0,0
178,178,4,R Sharma,4.0,0,42,2,10.5,5,4,2,0,0,20,0,0,-2,0,18
179,179,5,A Symonds,4.0,0,21,3,5.25,10,1,0,1,0,30,0,0,1,0,31
180,180,0,JA Morkel,4.0,0,23,2,5.75,13,2,1,0,0,20,0,0,1,0,21
181,181,1,MS Gony,2.0,0,20,0,10.0,5,4,0,0,0,0,0,0,-2,0,-2
182,182,2,R Ashwin,4.0,0,32,0,8.0,9,2,2,0,0,0,0,0,0,0,0
183,183,3,L Balaji,4.0,0,29,1,7.25,8,3,0,1,0,10,0,0,0,0,10
184,184,4,M Muralitharan,4.0,0,16,3,4.0,15,2,0,0,0,30,0,0,2,0,32
185,185,5,JM Kemp,0.1,0,1,0,6.0,1,0,0,1,0,0,0,0,0,0,0
186,186,6,SK Raina,1.5,0,13,0,7.09,1,1,0,0,0,0,0,0,0,0,0
187,187,0,IK Pathan,3.0,0,22,1,7.33,9,2,1,1,0,10,0,0,0,0,10
188,188,1,RR Powar,4.0,0,22,1,5.5,15,2,1,0,1,10,0,0,1,0,11
189,189,2,SJ Srivastava,3.0,0,25,0,8.33,6,2,1,2,0,0,0,0,0,0,0
190,190,3,J Theron,4.0,0,17,2,4.25,13,1,0,3,0,20,0,0,2,0,22
191,191,4,PP Chawla,4.0,0,27,1,6.75,6,1,1,0,0,10,0,0,0,0,10
192,192,5,Yuvraj Singh,2.0,0,18,1,9.0,4,1,1,1,0,10,0,0,-1,0,9
193,193,0,SL Malinga,4.0,0,28,0,7.0,9,3,0,2,0,0,0,0,0,0,0
194,194,1,Z Khan,4.0,0,27,2,6.75,15,4,1,0,0,20,0,0,0,0,20
195,195,2,R McLaren,4.0,0,38,0,9.5,6,5,0,2,0,0,0,0,-1,0,-1
196,196,3,DJ Bravo,4.0,0,36,0,9.0,6,3,1,2,0,0,0,0,-1,0,-1
197,197,4,Harbhajan Singh,4.0,0,17,1,4.25,8,0,0,0,0,10,0,0,2,0,12
198,198,0,SE Bond,3.0,0,31,0,10.33,6,6,0,0,0,0,0,0,-2,0,-2
199,199,1,I Sharma,4.0,0,44,2,11.0,10,9,0,1,0,20,0,0,-3,0,17
200,200,2,CH Gayle,4.0,0,31,0,7.75,8,4,0,2,0,0,0,0,0,0,0
201,201,3,M Kartik,4.0,0,21,1,5.25,8,1,0,0,0,10,0,0,1,0,11
202,202,4,AD Mathews,3.3,0,29,0,8.28,5,1,1,1,0,0,0,0,0,0,0
203,203,0,JA Morkel,4.0,0,28,1,7.0,11,3,1,0,0,10,0,0,0,0,10
204,204,1,S Tyagi,4.0,0,19,0,4.75,13,2,0,1,0,0,0,0,2,0,2
205,205,2,L Balaji,4.0,0,49,1,12.25,8,5,3,1,1,10,0,0,-3,0,7
206,206,3,M Muralitharan,4.0,0,25,3,6.25,16,3,1,1,0,30,0,0,0,0,30
207,207,4,R Ashwin,4.0,0,40,0,10.0,3,1,3,0,0,0,0,0,-2,0,-2
208,208,0,P Kumar,4.0,0,21,1,5.25,12,2,0,2,0,10,0,0,1,0,11
209,209,1,DW Steyn,4.0,0,25,0,6.25,12,3,0,3,0,0,0,0,0,0,0
210,210,2,A Kumble,4.0,0,15,1,3.75,12,1,0,0,0,10,0,0,3,0,13
211,211,3,JH Kallis,4.0,0,29,0,7.25,10,5,0,0,0,0,0,0,0,0,0
212,212,4,R Vinay Kumar,4.0,0,40,4,10.0,10,3,3,1,0,40,0,0,-2,0,38
213,213,0,IK Pathan,4.0,0,45,0,11.25,6,6,1,0,0,0,0,0,-3,0,-3
214,214,1,S Sreesanth,3.0,0,20,1,6.66,10,3,0,1,2,10,0,0,0,0,10
215,215,2,SJ Srivastava,4.0,0,49,1,12.25,5,6,1,3,0,10,0,0,-3,0,7
216,216,3,J Theron,4.0,0,25,0,6.25,11,3,0,1,0,0,0,0,0,0,0
217,217,4,PP Chawla,4.0,0,29,1,7.25,6,1,1,0,0,10,0,0,0,0,10
218,218,5,Yuvraj Singh,1.0,0,12,0,12.0,0,2,0,0,0,0,0,0,-3,0,-3
219,219,0,MM Patel,4.0,0,43,1,10.75,8,6,1,0,0,10,0,0,-2,0,8
220,220,1,SW Tait,3.1,0,22,3,6.94,8,3,0,1,0,30,0,0,0,0,30
221,221,2,SK Warne,4.0,0,39,1,9.75,7,3,2,1,0,10,0,0,-1,0,9
222,222,3,SK Trivedi,4.0,0,25,2,6.25,11,0,1,1,1,20,0,0,0,0,20
223,223,4,AC Voges,2.0,0,12,0,6.0,3,1,0,0,0,0,0,0,0,0,0
224,224,5,YK Pathan,2.0,0,9,2,4.5,3,0,0,0,0,20,0,0,2,0,22
225,225,0,P Kumar,4.0,0,45,0,11.25,8,3,2,3,0,0,0,0,-3,0,-3
226,226,1,DW Steyn,4.0,0,42,1,10.5,8,5,1,2,0,10,0,0,-2,0,8
227,227,2,JH Kallis,4.0,0,36,0,9.0,5,3,1,1,0,0,0,0,-1,0,-1
228,228,3,R Vinay Kumar,4.0,0,29,1,7.25,8,2,1,1,0,10,0,0,0,0,10
229,229,4,A Kumble,4.0,0,30,0,7.5,3,2,0,0,0,0,0,0,0,0,0
230,230,0,DP Nannes,4.0,0,31,0,7.75,7,3,0,0,0,0,0,0,0,0,0
231,231,1,UT Yadav,4.0,0,27,1,6.75,11,4,0,0,1,10,0,0,0,0,10
232,232,2,PJ Sangwan,4.0,0,32,1,8.0,5,3,0,4,0,10,0,0,0,0,10
233,233,3,A Mishra,4.0,0,23,2,5.75,7,2,0,0,0,20,0,0,1,0,21
234,234,4,AB McDonald,4.0,0,42,2,10.5,6,3,3,0,0,20,0,0,-2,0,18
235,235,0,R McLaren,4.0,0,23,1,5.75,12,2,0,3,0,10,0,0,1,0,11
236,236,1,Z Khan,4.0,0,45,0,11.25,4,7,0,1,1,0,0,0,-3,0,-3
237,237,2,Harbhajan Singh,4.0,0,25,1,6.25,7,1,0,1,0,10,0,0,0,0,10
238,238,3,DJ Bravo,4.0,0,42,0,10.5,5,4,2,0,0,0,0,0,-2,0,-2
239,239,4,SL Malinga,4.0,0,41,0,10.25,6,4,1,4,0,0,0,0,-2,0,-2
240,240,0,JA Morkel,4.0,0,26,0,6.5,9,2,0,2,0,0,0,0,0,0,0
241,241,1,L Balaji,4.0,0,47,1,11.75,7,3,3,1,0,10,0,0,-3,0,7
242,242,2,Joginder Sharma,2.0,0,23,1,11.5,4,4,0,1,1,10,0,0,-3,0,7
243,243,3,SB Jakati,4.0,0,30,1,7.5,10,3,1,0,0,10,0,0,0,0,10
244,244,4,M Muralitharan,4.0,0,32,2,8.0,9,0,2,1,0,20,0,0,0,0,20
245,245,5,NLTC Perera,1.0,0,19,0,19.0,0,4,0,0,0,0,0,0,-3,0,-3
246,246,0,S Narwal,4.0,0,35,2,8.75,11,3,2,0,0,20,0,0,0,0,20
247,247,1,AA Jhunjhunwala,1.0,0,16,0,16.0,2,0,2,2,0,0,0,0,-3,0,-3
248,248,2,SK Trivedi,3.0,0,35,0,11.66,2,4,1,0,0,0,0,0,-3,0,-3
249,249,3,SW Tait,4.0,0,22,3,5.5,13,1,1,3,0,30,0,0,1,0,31
250,250,4,SK Warne,4.0,0,15,1,3.75,11,0,0,0,0,10,0,0,3,0,13
251,251,5,YK Pathan,2.0,0,12,0,6.0,2,0,0,2,0,0,0,0,0,0,0
252,252,6,AC Voges,2.0,0,9,0,4.5,3,0,0,0,0,0,0,0,2,0,2
253,253,0,WPUJC Vaas,3.0,0,29,0,9.66,5,2,2,0,0,0,0,0,-1,0,-1
254,254,1,RP Singh,2.0,0,22,0,11.0,5,5,0,0,0,0,0,0,-3,0,-3
255,255,2,RG Sharma,2.0,0,17,0,8.5,4,1,1,0,0,0,0,0,0,0,0
256,256,3,R Sharma,3.4,0,30,0,8.18,8,0,3,0,0,0,0,0,0,0,0
257,257,4,PP Ojha,3.0,0,40,1,13.33,7,2,3,3,0,10,0,0,-3,0,7
258,258,5,A Symonds,2.0,0,9,0,4.5,7,1,0,0,0,0,0,0,2,0,2
259,259,0,B Lee,4.0,0,39,0,9.75,8,6,0,0,1,0,0,0,-1,0,-1
260,260,1,IK Pathan,4.0,0,42,2,10.5,10,5,2,2,0,20,0,0,-2,0,18
261,261,2,SJ Srivastava,3.0,0,23,2,7.66,9,3,0,4,0,20,0,0,0,0,20
262,262,3,VS Malik,3.0,0,18,0,6.0,9,2,0,1,1,0,0,0,0,0,0
263,263,4,PP Chawla,4.0,0,35,1,8.75,3,2,1,1,0,10,0,0,0,0,10
264,264,5,RS Bopara,2.0,0,18,0,9.0,3,2,0,0,0,0,0,0,-1,0,-1
265,265,0,SE Bond,4.0,0,24,2,6.0,13,2,1,1,0,20,0,0,0,0,20
266,266,1,AB Dinda,2.0,0,19,0,9.5,7,4,0,2,0,0,0,0,-1,0,-1
267,267,2,CH Gayle,3.0,0,23,1,7.66,5,2,0,2,0,10,0,0,0,0,10
268,268,3,AB Agarkar,4.0,0,32,2,8.0,10,3,1,0,0,20,0,0,0,0,20
269,269,4,Iqbal Abdulla,2.0,0,12,0,6.0,4,1,0,0,0,0,0,0,0,0,0
270,270,5,AD Mathews,4.0,0,26,1,6.5,6,1,1,0,0,10,0,0,0,0,10
271,271,6,DJ Hussey,1.0,0,7,0,7.0,1,0,0,0,0,0,0,0,0,0,0
272,272,0,JA Morkel,4.0,0,46,2,11.5,7,5,2,0,0,20,0,0,-3,0,17
273,273,1,T Thushara,4.0,0,28,2,7.0,12,5,0,1,0,20,0,0,0,0,20
274,274,2,M Muralitharan,4.0,0,34,0,8.5,7,1,2,1,0,0,0,0,0,0,0
275,275,3,Joginder Sharma,2.0,0,23,0,11.5,1,3,0,0,0,0,0,0,-3,0,-3
