,Unnamed: 0,Unnamed: 0.1,Bowling,O,M,R,W,Econ,0s,4s,6s,WD,NB,sumpts_w,sumpts_4w,sumpts_5w,sumpts_econ,sumpts_maid,totalpoints
0,0,0,B Lee,4.0,0,40,2,10.0,10,6,1,1,0,20,4,5,-2,0,27
1,1,1,JH Kallis,3.0,0,23,0,7.66,10,4,0,2,0,0,0,0,0,0,0
2,2,2,L Balaji,4.0,0,20,1,5.0,10,2,0,0,0,10,0,0,1,0,11
3,3,3,SP Narine,4.0,0,13,4,3.25,14,0,0,0,0,40,0,0,3,0,43
4,4,4,R Bhatia,4.0,0,23,2,5.75,8,2,0,1,0,20,0,0,1,0,21
5,5,5,LR Shukla,1.0,0,8,0,8.0,2,1,0,0,0,0,0,0,0,0,0
6,6,0,IK Pathan,2.0,1,15,0,7.5,8,2,1,0,0,0,0,0,0,4,4
7,7,1,A Nehra,3.0,0,20,1,6.66,10,4,0,0,0,10,0,0,0,0,10
8,8,2,UT Yadav,3.0,0,23,0,7.66,7,3,0,2,0,0,0,0,0,0,0
9,9,3,S Nadeem,4.0,0,22,2,5.5,9,2,0,0,0,20,0,0,1,0,21
10,10,4,J Botha,3.4,0,22,1,6.0,8,2,0,0,0,10,0,0,0,0,10
11,11,5,AD Russell,3.0,0,24,0,8.0,5,1,1,1,0,0,0,0,0,0,0
12,12,0,MG Johnson,3.0,0,15,1,5.0,11,2,0,2,0,10,0,0,1,0,11
13,13,1,MM Patel,4.0,0,40,0,10.0,11,4,3,0,0,0,0,0,-2,0,-2
14,14,2,JJ Bumrah,4.0,0,32,3,8.0,12,5,1,0,0,30,0,0,0,0,30
15,15,3,JDP Oram,4.0,0,22,0,5.5,14,3,0,2,0,0,0,0,1,0,1
16,16,4,Harbhajan Singh,4.0,0,21,1,5.25,15,2,1,1,0,10,0,0,1,0,11
17,17,5,KA Pollard,1.0,0,15,0,15.0,2,2,1,0,0,0,0,0,-3,0,-3
18,18,0,JD Unadkat,4.0,0,26,0,6.5,8,3,0,0,0,0,0,0,0,0,0
19,19,1,DT Christian,4.0,0,42,0,10.5,9,1,4,0,1,0,0,0,-2,0,-2
20,20,2,R Vinay Kumar,4.0,0,27,3,6.75,9,3,0,0,0,30,0,0,0,0,30
21,21,3,M Muralitharan,4.0,0,30,0,7.5,9,3,1,0,0,0,0,0,0,0,0
22,22,4,M Kartik,4.0,0,24,1,6.0,9,1,0,1,0,10,0,0,0,0,10
23,23,0,MN Samuels,4.0,0,34,1,8.5,8,3,1,1,0,10,0,0,0,0,10
24,24,1,B Kumar,4.0,0,17,1,4.25,12,1,0,0,0,10,0,0,2,0,12
25,25,2,AB Dinda,4.0,0,29,2,7.25,10,4,0,1,0,20,0,0,0,0,20
26,26,3,AD Mathews,2.0,0,16,0,8.0,2,2,0,0,0,0,0,0,0,0,0
27,27,4,R Sharma,4.0,0,21,1,5.25,9,2,0,0,0,10,0,0,1,0,11
28,28,5,Yuvraj Singh,2.0,0,8,1,4.0,6,0,0,0,0,10,0,0,2,0,12
29,29,0,DW Steyn,3.5,0,11,3,2.86,14,0,0,0,0,30,0,0,3,0,33
30,30,1,I Sharma,4.0,0,22,0,5.5,13,0,1,1,0,0,0,0,1,0,1
31,31,2,NLTC Perera,4.0,0,29,2,7.25,11,4,0,1,0,20,0,0,0,0,20
32,32,3,A Mishra,4.0,0,19,3,4.75,10,1,0,0,0,30,0,0,2,0,32
33,33,4,CL White,1.0,0,2,0,2.0,4,0,0,0,0,0,0,0,3,0,3
34,34,5,A Ashish Reddy,2.0,0,21,1,10.5,2,1,1,0,0,10,0,0,-2,0,8
35,35,0,IK Pathan,4.0,0,31,0,7.75,8,3,1,0,0,0,0,0,0,0,0
36,36,1,A Nehra,4.0,0,35,2,8.75,10,3,1,1,0,20,0,0,0,0,20
37,37,2,UT Yadav,4.0,0,24,4,6.0,11,3,0,0,0,40,0,0,0,0,40
38,38,3,AD Russell,3.0,0,31,0,10.33,4,3,1,1,0,0,0,0,-2,0,-2
39,39,4,S Nadeem,4.0,0,22,1,5.5,7,1,0,0,0,10,0,0,1,0,11
40,40,5,J Botha,1.0,0,19,0,19.0,0,1,2,0,0,0,0,0,-3,0,-3
41,41,0,S Badree,4.0,0,34,0,8.5,8,3,1,1,0,0,0,0,0,0,0
42,42,1,S Sreesanth,4.0,0,18,1,4.5,15,3,0,0,0,10,0,0,2,0,12
43,43,2,SK Trivedi,4.0,0,35,0,8.75,4,2,1,0,0,0,0,0,0,0,0
44,44,3,KK Cooper,4.0,0,30,3,7.5,8,2,0,2,0,30,0,0,0,0,30
45,45,4,R Shukla,3.0,0,27,1,9.0,5,3,0,3,0,10,0,0,-1,0,9
46,46,5,STR Binny,1.0,0,11,0,11.0,1,0,1,0,0,0,0,0,-3,0,-3
47,47,0,DP Nannes,4.0,0,18,1,4.5,9,0,0,0,0,10,0,0,2,0,12
48,48,1,AS Rajpoot,3.0,0,25,1,8.33,8,3,1,1,0,10,0,0,0,0,10
49,49,2,DJ Bravo,4.0,0,44,2,11.0,10,4,3,2,0,20,0,0,-3,0,17
50,50,3,B Laughlin,3.0,0,25,1,8.33,5,3,0,3,0,10,0,0,0,0,10
51,51,4,RA Jadeja,2.0,0,12,0,6.0,6,0,1,0,0,0,0,0,0,0,0
52,52,5,R Ashwin,4.0,0,21,1,5.25,14,0,2,0,0,10,0,0,1,0,11
53,53,0,MG Johnson,4.0,0,22,1,5.5,15,1,1,2,0,10,0,0,1,0,11
54,54,1,MM Patel,4.0,0,29,3,7.25,12,3,0,1,0,30,0,0,0,0,30
55,55,2,Harbhajan Singh,4.0,0,31,2,7.75,10,2,2,0,0,20,0,0,0,0,20
56,56,3,PP Ojha,4.0,0,16,2,4.0,10,0,0,0,0,20,0,0,2,0,22
57,57,4,KA Pollard,4.0,0,40,1,10.0,8,5,1,3,0,10,0,0,-2,0,8
58,58,0,P Kumar,4.0,0,31,2,7.75,9,3,1,1,0,20,0,0,0,0,20
59,59,1,RJ Harris,4.0,0,12,1,3.0,18,2,0,0,0,10,0,0,3,0,13
60,60,2,Azhar Mahmood,4.0,0,19,2,4.75,11,2,0,0,0,20,0,0,2,0,22
61,61,3,P Awana,4.0,0,16,1,4.0,14,2,0,0,0,10,0,0,2,0,12
62,62,4,PP Chawla,4.0,0,19,1,4.75,11,1,0,0,0,10,0,0,2,0,12
63,63,0,B Kumar,2.0,0,16,0,8.0,7,2,1,0,0,0,0,0,0,0,0
64,64,1,AB Dinda,2.0,0,28,0,14.0,3,6,0,1,0,0,0,0,-3,0,-3
65,65,2,AD Mathews,2.0,0,12,1,6.0,4,1,0,0,0,10,0,0,0,0,10
66,66,3,MR Marsh,3.2,0,24,0,7.2,7,2,0,1,1,0,0,0,0,0,0
67,67,4,R Sharma,3.0,0,20,1,6.66,8,3,0,0,0,10,0,0,0,0,10
68,68,0,DW Steyn,4.0,0,37,1,9.25,9,4,0,2,0,10,0,0,-1,0,9
69,69,1,GH Vihari,1.0,0,5,1,5.0,2,0,0,0,0,10,0,0,1,0,11
70,70,2,I Sharma,4.0,0,27,3,6.75,8,1,1,0,0,30,0,0,0,0,30
71,71,3,Ankit Sharma,2.0,0,17,0,8.5,5,2,0,0,0,0,0,0,0,0,0
72,72,4,NLTC Perera,4.0,0,21,1,5.25,12,2,0,1,0,10,0,0,1,0,11
73,73,5,A Mishra,4.0,0,15,1,3.75,13,1,0,0,0,10,0,0,3,0,13
74,74,6,A Ashish Reddy,1.0,0,7,1,7.0,2,1,0,0,0,10,0,0,0,0,10
75,75,0,JD Unadkat,4.0,0,24,2,6.0,9,2,0,1,0,20,0,0,0,0,20
76,76,1,MC Henriques,3.0,0,14,2,4.66,10,1,0,1,0,20,0,0,2,0,22
77,77,2,M Kartik,4.0,0,27,0,6.75,5,1,0,2,0,0,0,0,0,0,0
78,78,3,R Vinay Kumar,4.0,0,27,1,6.75,8,1,1,0,0,10,0,0,0,0,10
79,79,4,M Muralitharan,4.0,0,18,1,4.5,10,1,0,1,0,10,0,0,2,0,12
80,80,5,TM Dilshan,1.0,0,10,0,10.0,0,1,0,0,0,0,0,0,-2,0,-2
81,81,0,B Lee,4.0,0,20,1,5.0,16,3,0,1,0,10,0,0,1,0,11
82,82,1,Mohammed Shami,3.0,0,26,0,8.66,7,3,1,0,0,0,0,0,0,0,0
83,83,2,SP Narine,4.0,0,28,2,7.0,12,3,1,0,0,20,0,0,0,0,20
